,age,workclass,education,marital.status,occupation,race,sex,native.country,income,partition
19710,27-28,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K,7667
28609,27-28,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K,7667
31086,27-28,Private,HS-grad,Never-married,Handlers-cleaners,Black,Male,United-States,<=50K,7667
15060,23,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7668
22762,23,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7668
7110,24-26,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7669
16800,24-26,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7669
19947,24-26,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7669
22857,34,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7670
31104,34,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7670
30335,35-36,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7671
31492,35-36,Private,HS-grad,Never-married,Tech-support,White,Male,United-States,<=50K,7671
12835,24,Private,HS-grad,Separated,Other-service,White,Female,United-States,<=50K,7672
13632,24,Private,HS-grad,Separated,Other-service,White,Female,United-States,<=50K,7672
11315,25-28,Private,HS-grad,Separated,Other-service,White,Female,United-States,<=50K,7673
17272,25-28,Private,HS-grad,Separated,Other-service,White,Female,United-States,<=50K,7673
19572,25-28,Private,HS-grad,Separated,Other-service,White,Female,United-States,<=50K,7673
9079,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7674
10167,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7674
13932,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7674
15745,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K,7674
22805,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K,7674
26864,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7674
28876,28-29,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7674
2443,34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7675
5859,34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7675
13282,34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,>50K,7675
32479,34,Private,Masters,Married-civ-spouse,Prof-specialty,White,Male,United-States,<=50K,7675
2281,30,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7676
8865,30,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7676
6646,31-33,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7677
19968,31-33,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7677
26832,31-33,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7677
177,34,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7678
3176,34,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7678
4837,35-36,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7679
5308,35-36,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7679
15578,35-36,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7679
21690,35-36,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,>50K,7679
30303,35-36,Private,Masters,Never-married,Prof-specialty,White,Male,United-States,<=50K,7679
18680,34,Private,Masters,Never-married,Exec-managerial,White,Female,United-States,<=50K,7680
29915,34,Private,Masters,Never-married,Exec-managerial,White,Female,United-States,<=50K,7680
2174,35-36,Private,Masters,Never-married,Exec-managerial,White,Female,United-States,>50K,7681
29710,35-36,Private,Masters,Never-married,Exec-managerial,White,Female,United-States,<=50K,7681
23012,28,Private,Assoc-acdm,Never-married,Sales,White,Male,United-States,<=50K,7682
27313,28,Private,Assoc-acdm,Never-married,Sales,White,Male,United-States,<=50K,7682
23162,33-34,Private,Assoc-acdm,Never-married,Sales,"Other,White",Male,United-States,<=50K,7683
24577,33-34,Private,Assoc-acdm,Never-married,Sales,"Other,White",Male,United-States,<=50K,7683
3986,22,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7684
19780,22,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7684
22603,22,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7684
27409,22,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7684
31322,22,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7684
4999,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
5932,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
5986,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
15040,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
24886,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
27519,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
28995,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
31339,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
31471,23,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7685
4048,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
4954,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
6556,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
8140,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
8740,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
10356,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
10369,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
10462,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
14660,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
18623,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
20140,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
20765,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,>50K,7686
24458,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
24739,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
31638,24,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7686
1283,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
1464,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
3363,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
6052,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
6928,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
9360,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
15084,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
15173,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
16813,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
16964,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
16972,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
21643,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
23036,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
23128,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
26931,25,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7687
174,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,>50K,7688
523,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7688
915,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7688
3908,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7688
7355,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7688
21513,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,>50K,7688
32312,26,Private,Bachelors,Never-married,Exec-managerial,White,Male,United-States,<=50K,7688
7520,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
12933,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
14081,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
18977,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
19084,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
20136,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
21487,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
23799,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
24779,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
27546,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
28580,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
32434,23,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7689
1159,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
11028,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
14774,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
18584,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
20362,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
23517,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
25295,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
27411,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
27736,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
27900,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
28655,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
28708,26,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7690
1349,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",>50K,7691
1441,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
2933,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
8397,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
8821,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
9774,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
15570,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
16933,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
19965,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
24680,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
25518,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
25874,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
26546,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
30068,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
32151,27-28,Private,Bachelors,Never-married,Exec-managerial,White,Female,"United-States,?",<=50K,7691
170,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,>50K,7692
3613,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
5948,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,>50K,7692
9367,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
11665,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
21816,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
22991,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,>50K,7692
24579,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
27507,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
28940,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
32231,29-30,Private,Bachelors,Never-married,Exec-managerial,White,Female,United-States,<=50K,7692
5503,24-25,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,<=50K,7693
10254,24-25,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,<=50K,7693
2217,27,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,>50K,7694
25193,27,Private,Bachelors,Never-married,Prof-specialty,Asian-Pac-Islander,Male,United-States,<=50K,7694
9027,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
17397,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
20024,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
21134,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
24738,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
30609,24-25,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7695
13244,26,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7696
20184,26,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7696
23533,26,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7696
26332,26,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7696
27658,26,Private,Bachelors,Never-married,Other-service,White,Male,United-States,<=50K,7696
14064,34,Private,Bachelors,Never-married,Other-service,White,Female,United-States,<=50K,7697
29141,34,Private,Bachelors,Never-married,Other-service,White,Female,United-States,<=50K,7697
15212,35-36,Private,Bachelors,Never-married,Other-service,White,Female,United-States,<=50K,7698
27470,35-36,Private,Bachelors,Never-married,Other-service,White,Female,United-States,<=50K,7698
19888,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
21001,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
21092,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
21316,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
27535,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
30371,22,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7699
4771,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
6210,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
7933,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
9665,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
23014,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
27915,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
27925,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
29742,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
30631,23,Private,Bachelors,Never-married,Sales,White,Female,United-States,<=50K,7700
14816,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
17484,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
21618,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
22837,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
23936,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
24033,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
25097,26,Private,Bachelors,Never-married,Sales,White,Female,"United-States,?",<=50K,7701
3601,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
3602,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
7800,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
12142,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
16455,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
17307,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
22485,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
28339,25,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7702
4496,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
6622,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
9862,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
10536,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
11552,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
17757,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
24027,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
27572,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
28234,26,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7703
2325,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7704
8738,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
8962,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
9624,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
12386,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
20519,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
22825,28,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7704
2921,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7705
8123,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7705
9084,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7705
13569,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7705
14279,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7705
15916,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7705
24039,29,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7705
12843,32-33,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7706
20125,32-33,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7706
1661,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
1689,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
2288,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
10843,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
11218,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
12269,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
12745,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
17421,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
17632,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
22053,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,>50K,7707
25211,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
29436,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
29874,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
31314,34-35,Private,Bachelors,Never-married,Sales,White,Male,United-States,<=50K,7707
15651,23-24,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,United-States,<=50K,7708
26222,23-24,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,United-States,<=50K,7708
15554,25-35,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,"United-States,Philippines",<=50K,7709
23191,25-35,Private,Bachelors,Never-married,Sales,Asian-Pac-Islander,Male,"United-States,Philippines",<=50K,7709
4658,30-33,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7710
10586,30-33,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7710
16535,30-33,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7710
7780,34-36,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7711
17229,34-36,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7711
26982,34-36,Private,Bachelors,Never-married,Craft-repair,White,Male,United-States,<=50K,7711
19188,22,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7712
27722,22,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7712
5573,23,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7713
16428,23,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7713
1450,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
2270,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,>50K,7714
10329,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
11111,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
12594,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
14513,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
21556,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
25962,28-29,Private,Bachelors,Never-married,Adm-clerical,White,Male,United-States,<=50K,7714
4174,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
9854,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
11118,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
12555,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
16229,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
16951,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
18037,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
19381,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
21826,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
22689,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
24008,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
28469,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
30464,22,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7715
4015,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
4240,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
4750,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
5602,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
10129,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
10683,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
11321,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
11422,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
14091,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
14458,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
14651,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
17259,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
17376,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
17787,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
18506,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
19015,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
19049,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
19851,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
19918,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
21491,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
21945,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
23721,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
24588,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
26161,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
28096,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
28267,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
28530,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
29674,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
30287,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
31035,23-24,Private,Bachelors,Never-married,Adm-clerical,White,Female,United-States,<=50K,7716
7473,22-23,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,"United-States,Vietnam",<=50K,7717
8905,22-23,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,"United-States,Vietnam",<=50K,7717
24669,22-23,Private,Bachelors,Never-married,Adm-clerical,Asian-Pac-Islander,Female,"United-States,Vietnam",<=50K,7717
17405,25-26,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?,<=50K,7718
19126,25-26,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?,<=50K,7718
6114,28-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?,>50K,7719
6638,28-34,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Male,?,<=50K,7719
10583,23-24,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7720
30486,23-24,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,<=50K,7720
436,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7721
10427,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7721
25922,28,Private,Bachelors,Married-civ-spouse,Prof-specialty,White,Female,United-States,>50K,7721
